,GC/LE/Other,Category,Name,Note Description,Status,Released/Available Date,Cesssation Date,Refactore Date,Review,Notes,,,,
,Limited Edition,A Little Lunacy,Beaver Moon,matcha tea cheesecake.,,,,,,,,,,
,Limited Edition,A Little Lunacy,Oak Moon,"Oak bark, tree sap, wild acorns, and a touch of honey.",,,,,,,,,,
,Limited Edition,Menage a Trois,"Bergamot, Himalayan Cedar, and Lemon",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Black Pepper, Palo Santo, and Vetiver",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Juniper Berry, Pine Needle, and Hemp",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Myrrh, Black Amber, and Teakwood",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Pomelo, Mandarin, and Pink Grapefruit",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Rose Buds, Mushrooms, and Moss",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Strawberries, Sugar, and Lime",,,,,,,,,,,
,Limited Edition,Menage a Trois,"Tonka Bean, Black Tea, and Leather",,,,,,,,,,,
,Limited Edition,November: Winter Tightens its Grip,Death: My Irony Surpasses All Others!,"An inky, desolate, unfathomable black musk.",,,,,,,,,,
,Limited Edition,November: Winter Tightens its Grip,Evening Reading,"Soft leather and aged paper, linen sheets, lamp oil, lavender sachets, a splash of rosewater, and a faint tendril of fading hearthsmoke.",,,,,,,,,,
,Limited Edition,November: Winter Tightens its Grip,In the Studio,"Oil paint, turpentine, dusty wood planks, and pipe smoke streaming through pale amber sunbeams.",,,,,,,,,,
,Limited Edition,November: Winter Tightens its Grip,The Contemplator,"A soft, warm, meditative blend of balsam tolu, tonka absolute, vetiver, bourbon vanilla, palo santo, sandalwood, and Indonesian teak.",,,,,,,,,,
,Limited Edition,December Blithe as May,"At the First Touch of Winter, Summer Fades Away","chilled dahlias, marigolds, wild roses and ranunculus strewn across icy grasses.",,,,,,,,,,
,Limited Edition,December Blithe as May,Der Tod im Baum ,"Snow-thick sandalwood, eucalyptus leaf, and a scattering of dead leaves clinging to skeletal branches.",,,,,,,,,,
,Limited Edition,December Blithe as May,Iris in a Vase,Sugar-dusted iris petals.,,,,,,,,,,
,Limited Edition,Sufficient Champagne,Champagne and Blood,"dragon’s blood resin, Egyptian myrrh, black cherry, clove, and champagne.",,,,,,,,,,
,Limited Edition,Sufficient Champagne,Champagne and Croquet,"pink champagne, pink lime, pink grapefruit, wild rose, yellow bergamot, purple sage, nectarine skins, a thump of patchouli, and ornery hedgehog musk.",,,,,,,,,,
,Limited Edition,Sufficient Champagne,Champagne and Delirium,"champagne-soaked apples, gilded gold roses, and lemon peel.",,,,,,,,,,
,Limited Edition,Sufficient Champagne,Champagne and Snake Oil,"deep, rich, earthy notes swirled with vegetal musks, sugared vanilla bean, champagne grape, white ginger, and dark spices.",,,,,,,,,,
,Limited Edition,New Years Creepers and Oddments Vol 2,A New Leaf,"Rose petals, gargantuan green leaves, and a splashy, fresh chypre",,,,,,,,,,
,Limited Edition,New Years Creepers and Oddments Vol 2,Gnome Fracas,"Wet slaps of cloudberry-clotted multekrem, fattigman crumbs, and rivulets of nisse musk.",,,,,,,,,,
,Limited Edition,New Years Creepers and Oddments Vol 2,Good Luck! Good Luck! I Say,"A sugared cherry chypre with red labdanum, moss, and roasted chestnut",,,,,,,,,,
,Limited Edition,New Years Creepers and Oddments Vol 2,"Gossip, Slang, and Cuss-Words","lavender and mallow with orris root, angelica, frosted vanilla bean, and osmanthus.",,,,,,,,,,
,Limited Edition,New Years Creepers and Oddments Vol 2,Party Toad,Mushrooms and clover splashed with champagne and green musk.,,,,,,,,,,
,Limited Edition,A Little Lunacy,Wolf Moon 2024,"bone-white sandalwood aged with beeswax and balsam, crushed grass and juniper berries, ambrette seed, and lupine musk.",,,,,,,,,,
,Limited Edition,Duets,Grass and Moonlit Dew,,,,,,,,,,,
,Limited Edition,Duets,Beeswax and Pine Needle,,,,,,,,,,,
,Limited Edition,Duets,Balsam and Leather,,,,,,,,,,,
,Limited Edition,Duets,Green Fig and Cedar,,,,,,,,,,,
,Limited Edition,Lunar New Year,Wooden Dragon,"Peony, China's national flower, with bamboo for flexibility, plum blossom for perseverance, courage, and hope, tangerine for wealth, orange for happiness, lychee for household peace, pine resin for constancy, golden kumquat and quince for prosperity, narcissus and King mandarin for good fortune, and peach blossom for longevity, with a splash of blazing red of dragon's blood to help you scare away the rampaging Nian.",,,,,,,,,,
,Event Exclusive,JINXED,The Tell-Tale Tart,"Pulsating globs of red musk oozing through a hot, crusty strawberry, red currant, and black cherry tart.",,,,,,,,,,
,Retail Exclusive,Century Guild Kickstarter,Draco,"a rolling crack of Daemonorops draco and red peppercorn, billows of incense smoke, honeyed Cambodian oud, blackened oakmoss, flame-gold amber, a delicate membrane of leather, and a curved, sharp sandalwood claw",,,,,,,,,,
,Limited Edition,Maybe January Light,A Winter's Scene with Skaters Near a Castle,"Snow-covered stroopwafels, ice-rimed brown leaves, and a swish of boot leather.",,,,,,,,,,
,Limited Edition,Maybe January Light,Monastery Garden in the Snow,"Curls of monastic incense, moss-stained stone, snow-laden cypress, medicinal herbs buried deep in winter soil, and glittering icicles splintering from a gargoyle’s frozen scream.",,,,,,,,,,
,Limited Edition,Maybe January Light,Northern Lights,"Ambergris foam, twinkling white musk, lime rind, frosted lemon, Norway spruce, sour green apple, night-blooming jasmine, Icelandic moss, and yellow bergamot.",,,,,,,,,,
,Limited Edition,Maybe January Light,Portrait of Princess Marthe Bibesco,"Toffee-touched vanilla bourbon filigree, antiqued white rose petals, auburn musk, honey dust, and white silk.",,,,,,,,,,
,Limited Edition,Maybe January Light,Traum,Blackened lavender and sensual rivulets of labdanum with Oman frankincense and raw cacao.,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,Chocolate Musk,,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,"Dark Chocolate, Coffee Bean, and Labdanum",,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,"Dark Chocolate, Vanilla Absolute, Black Pepper, and Bulgarian Rose",,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,"Ruby Chocolate, Blackcurrant, and Pomegranate",,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,"Ruby Chocolate, Marshmallow, and Rose Petals",,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,White Chocolate and Taro Cream,,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Box of Chocolates,"White Chocolate, Orange Blossom, Sugar Crystals, and Champagne",,,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Absurd Suggestive Card Game,"lemon candies, orange suckers, and strawberry sugar.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Dubious Ginseng Formula,"Ginseng root, crushed ginger, damiana essence, cubeb berries, and horny goat weed accord.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Edible G-String ,Sugar crystals and tart candies with a splash of red musk,,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Edible Panties,wild cherry and sugared up strawberry with hot pink peppercorn.,,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,French Tickler,protrusions of pomegranate and pink peppercorn.,,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Heart-Shaped Hot Tub,"A bubbling vat of red musk, sweet red wine, benzoin, red oudh, and lush magnolia.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Pink Fuzzy Handcuffs,"Pink cotton candy, candied rose, and vanilla sugar.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Vibrating Motel Bed,"fizzy champagne, orange blossom absolute, Italian bergamot, and dry vanilla.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: For Entertainment Purposes Only,Video Head Cleaner,,,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,A Twilight Where Virtues are Vice,"Honeysuckle, Moroccan jasmine, and opium smoke.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Dried is the Blood of Thy Lover,"Dragon’s blood resin, myrrh, red musk, vetiver, black clove, and cassia",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Feed Me and Fill Me with Pleasure,"Black patchouli, honey, and thick vanilla amber",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Fierce Midnights and Famishing Morrows,"Black plum, wild lily, and tobacco",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,"Forgive Us Our Virtues, Forgive Us","Pale frankincense, styrax, East African black patchouli, cinnamon leaf, rosewood, and palisander",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Hair Loosened and Soiled in Mid Orgies,"White honey, warm musk, and ambrette seed.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,House of Unquenchable Fire,"Glittering amber, frankincense, neroli, vanilla silk, and champaca.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Implacable Beautiful Tyrant,"Golden amber, frankincense, white ginger, and oudh.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,In His Hands All Thy Cruelties Thrive,"Gleaming black vetiver, bay laurel, opoponax, hiba wood, Spanish moss, clove, and leather accord.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,In the Darkness They Murmured and Mingled,"Labdanum, black plum, black currant, violet, and champaca flower.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Lips Full of Lust and Laughter,"Red musk, wildflower honey, elemi, tangerine, and mint.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Lithe and Lascivious Regret,"Blackberry hops, blackened raspberry gum, purple chypre, and myrrh",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,O Daughter of Death and Priapus,"Black opium, wild plum, cypress tar, Bulgarian rose, olibanum, black orchid, and tobacco.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Our Lady of Pain,"Sumatran patchouli, blood musk, white lavender, opium tar, and black orchid.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,Quicken the Soul Through the Blood,"Cacao, red patchouli, night-blooming jasmine, Roman chamomile, and white tea.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Desire of Thy Furious Embraces,"Cypress, honey myrtle, yew, peace lily, ivy, and black rose.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Froth of the Serpents of Pleasure,"Sweet red wine, oakmoss, ambergris accord, ylang ylang, and Spanish mandarin.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Lilies and Languors of Virtue,"Calla lilies and lily of the valley with white lilac, narcissus, osmanthus, asphodel, and Egyptian musk.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Raptures and Roses of Vice,"Red roses, heady Moroccan musk, cinnamon, lobelia, coconut flesh, magnolia blossoms, and tobacco tar.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Shrine Where Sin is a Prayer,"Deep purple Syrah, calamus, myrrh smoke, hyssop, opoponax, bitter clove, burgundy pitch, opium poppy, and violet leaf.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Thirst of Unbearable Things,"Lavender, white fig, and Atlas cedar.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,The Worm Shall Revive Thee with Kisses,"Bourbon vetiver, oakmoss, and pomegranate.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,There Yet Shall be Sorrows,"White sandalwood, black cypress, wormwood, creeping willow, and rue.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: Our Lady of Pain,When Thy Will Stung the World into Strife,"Dragon’s blood resin, red ginger, bourbon geranium, thorny rosemary, red sandalwood, pink pepper, and green coffee bean.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: The Amphibian's Lapidary,"Roses, Pearls, and Amethysts","White rose and hothouse orchids with honey musk, wild plum, black patchouli, and geranium.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: The Amphibian's Lapidary,"Roses, Pearls, and Emeralds","Rose sap, gleaming ivy, orris root, sweet oakmoss, pine needle, lime rind, and juniper.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: The Amphibian's Lapidary,"Roses, Pearls, and Onyx","Black roses, Pashmina oud, clove bud, opoponax, kyphi smoke, tobacco absolute, and orris butter.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: The Amphibian's Lapidary,"Roses, Pearls, and Rubies","Rose petal incense, twinkling white musk, sensuous labdanum, rhubarb, dried strawberries, and red amber.",,,,,,,,,,
,Limited Edition,Lupercalia 2024: The Amphibian's Lapidary,"Roses, Pearls, and Sapphires","Lavender rose petals, coconut husk, cerulean blue musk, agave, and blueberry resin.",,,,,,,,,,
,Limited Edition,Lupercalia 2024:,Fancy Pups,"tumescent black silk, pink sugared patent leather, rich tobacco leaf, sunrise papaya, and mango cream with crystalline trickles of clean pup sweat.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Green Maraschino ,"Peppermint-laced preserved cherries soaking in thick lime syrup, dashed with a sliver of yuzu.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Heart Beet,"Raw, wet beets, pulsating blood musk, and raw wild ginger.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Madrigal,"somnambulic lavender, wild plum, Siamese benzoin, and sugared opium tar",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Melon Cream Cake,"Whipped cream squished between luscious layers of pale green sponge, topped with hunks of syrup-glazed honeydew.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Pistachio Ambrosia,"A whipped green dream, pale and pillowy with multicolored mini marshmallows, densely studded with bits of pineapple, mandarin, and shredded coconut.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Poet's Hearts Break So,"bourbon vanilla fougere, violet leaf, iris root, Italian bergamot, porcelain accord, and a trickle of red musk.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Poppies,"Crimson roses, poppies white and red.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Rhubarb Custard Muffins,"tender chunks of tart rhubarb stalks spangled with oven-browned sugar crystals, nestled in a crown of golden cake generously marbled with jet-streams of warm custard.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Sister Death,"Pale gilded lilies and roses in the labdanum shadow of a yew tree, a sprig of forget-me-not, the dwindling memory of a genteel cologne, and the honeyed breathlessness of a kiss",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Smut,"Three swarthy, smutty musks sweetened with sugar and woozy with dark booze notes.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,The Serpent in the Carnations,"Snake Oil-soaked carnation petals, spiked with a dash of clove and allspice.",,,,,,,,,,
,LImited Edition,Lupercalia 2024,The Serpent in the Roses,"Snake Oil dribbling across a cluster of amber-flecked, blackened rose petals.",,,,,,,,,,
,Limited Edition,Lupercalia 2024,Womb Furie,Snake Oil and three types of honey.,,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,A Ghostly Encounter,"Misty ambergris accord and hinoki wood with juniper berries, galbanum, and palo santo.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,A Rousing Performance,"Cypress needles, Japanese cedar, brown leather accord, maple leaf, and sweet patchouli.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,A Snowy Bench,"Snow-covered bamboo reeds, white pear, plum blossoms, honeyed green tea, and Japanese narcissus.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,An Onnagata and His Lover,"Beeswax, rice powder, white amber, and cherry blossom chypre.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Cascade of Spring Blossoms,"Leather, red silk, mahogany, lotus root, honey cream, and red sandalwood.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Cat Stealing a Fish,"Salty driftwood, seafoam ambergris, white vetiver, marine lichen, and ocean spray.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Chestnut Vulva,"Sweet chestnut, vanilla cashmere, toasted cardamom, and caramel.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Collapsing Mosquito Netting,"Morning glory petals, twining dew-covered vines, and lilac butter.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Couple in a Bathhouse with a Go Board,Chrysanthemum and black tea with candied lotus root.,,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Courtesans Relaxing,"Rice milk, cardamom, coconut shavings, hinoki, white almond, ti leaf, and jasmine cream.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Delightful Gargantuan Vagina,"Red mango pulp, sugared orange blossom, mimosa, pink musk, and sweet incense.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Drops of Melting Snow,"Snow-laden cherry trees, winter peonies, white rose petals, and black plum juice.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Early Experiments with Photography,"Russet amber, pine wood, tonka bean, hinoki cypress, hemp, and golden champaca.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Encounter with a Female Ghost,"Cypress, immortelle, and white amber enveloping red spider lily petals, dragon’s blood resin, and black plum.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Exclamations of Delight and Surprise,"Red musk, osmanthus incense, mimosa, hyacinth, red sandalwood, orris root, and red amber.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Exhausted Couple in the Treasure Room of Love,"An effervescent lemon aldehyde with white musk, lychee, yuzu, and white tea.",,,,,,,,,,
,LImited Edition,Novel Ideas for Secret Amusements 2024,Fig Vulva,"Purple fig, almond cream, sweet Indonesian patchouli, white sandalwood, hay absolute, and guava.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Flowering Plum Twig,"Plum blossoms and fruit drenched in brandy with a touch of vetiver, nutmeg, tabac, and bourbon vanilla.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Glowing Vulva at Ryogoku Bridge,"Cream accord, amber, teak, and lotus blossom.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Hallway of a Train Station,"Wild plums, black tea, a splash of lilac cologne, a flutter of silk, hot iron, steel, and smoke.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Hana No Miyakoji,"White oakmoss, plum silk, tuberose, gilded cedar, blue lotus, and red labdanum.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,House Cleaning in Perparation for New Year's Eve,"Green tea and blackcurrant with cassis, lemon peel, raspberry leaf, and white pine.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Insatiable Widow,"Jasmine tea and lapsang souchong, white ginger, clove bud, soft lichen, osmanthus buds, green patchouli, and amber.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Jovial Tengu Making Love to Four Women,"Pink carnation, clove bud, pink peonies, Tahitian vanilla, sweet amber, and opium poppy accord.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Just Before Penetration,Pink fig and guava soaked in vanilla cream.,,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Koi No Yatsufuji,"Red musk chypre draped in silk cords, abalone accord, black tea, frankincense, polished teakwood, plum leaf, and cognac.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Leisurely Swim,"Freshwater lichen, osmanthus absolute, yuzu, blonde tobacco, frankincense, pink apple, a waft of incense, and green tea.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Lychee Vulva,"Lychee, pink peppercorn, rosehip tea, pink peonies, angelica, and ylang ylang.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,No Longer Can I Resist,"Indigo and crimson vegetal musks, sweet red oud, sandalwood incense, narcissus petals, orris butter, golden bergamot, ambrette seed, and black fig.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Peach Vulva,Peaches and sugared cream with pink lotus petals a drop of orange blossom.,,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Pleasing Two Women,"Oakmoss-infused vanilla bourbon, smoked lilac petals, and orris butter.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Pomegranate Vulva,"Garnet rivulets of pomegranate juice, honeyed amber resin, labdanum, ylang ylang, tuberose, and red plum.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Rapturous Couple with H arigata,"Sugared lilac, white lilies, and jasmine incense.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Samurai on a Bridge Battling a Ghost While Making Love toa Woman,"Steel, leather, and scarlet chypre, pomegranate incense, tobacco absolute, nagarmotha, saffron, Ceylon cinnamon, champaca, and red oud.",,,,,,,,,,
,LImited Edition,Novel Ideas for Secret Amusements 2024,"Sea-Cucumber Ring, Jewel Balls, Small Dildo","Tobacco flower, hay absolute, lemon peel, brown leather accord, amber saffron, black pepper, and magnolia blossom.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Several Penises,"Lemon frankincense, sandalwood cream, and saffron tabac.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,The Rice Field,"Rice milk, hay absolute, Oolong tea, honey dust, champaca, frankincense smoke, golden sandalwood, and heliotrope.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,The Shimmering Mirror,"Pine pitch brocade, amber incense smoke, Mysore sandalwood, myrrh, red benzoin, inky patchouli, and an oakmoss fougere.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Two Married Couples in a Bathhouse,"Cherry blossoms, violet root, muguet, green tea, crystalline musk, and yuzu.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Voyeur,"Honeyed labdanum, neroli, vanilla husk, night blooming jasmine, pink rose petals, and pale threads of incense smoke.",,,,,,,,,,
,Limited Edition,Novel Ideas for Secret Amusements 2024,Women of Leisure,"Red currant, white honey, coconut milk, and amber.",,,,,,,,,,
,Event Exclusive,Blood Milk,Midnight Snowfall,"Frost-dappled night-blooming petals, Oman frankincense, champaca orchid resin, and opium tar accord",,,,,,,,,,
,Limited Edition,Leap Year,Frederic,"Victorian whimsy and piratical romance: a reluctant seaman’s chypre sloshed with a mix of bay rum, patchouli, amber musk, dark woods, tea rose, and red currant",,,,,,,,,,
,Limited Edition,A Little Lunacy,Snow Moon,"Snowdrops pushing through a pale white blanket of crystalline musk, pale white frozen apples, white tea leaf, yuzu, and angelica root.",,,,,,,,,,
,Limited Edition,Duets,Roasted Tea Leaf and Night-Blooming Jasmine,,,,,,,,,,,
,Limited Edition,Duets,Yuzu and Blackcurrant,,,,,,,,,,,
,Limited Edition,Duets,Coconut and Icicles,,,,,,,,,,,
,Limited Edition,Duets,Apple Liqueur and Brandy,,,,,,,,,,,
,Limited Edition,Ars Anni,Les Passades,"A heady swish of black velvet patchouli, ambre noir, silken musk, and bourbon vanilla",,,,,,,,,,
,Limited Edition,Ars Anni,The Cedadents,"Lilac cologne and luscious blackcurrant, blonde tobacco, laburnum petals, and sugared absinthe",,,,,,,,,,
,Limited Edition,Ars Anni,The Demonaic,"An infernal prayer: black poppy absolute, dried rose petals, opoponax, black labdanum, kyphi smoke, and honeyed oud.",,,,,,,,,,
,Limited Edition,Ars Anni,"Galanthus Nivalis, Single Snowdrup","The season’s first snowdrop, stark white and spring green against a backdrop of black ink and myrrh resin",,,,,,,,,,
,Limited Edition,Ars Anni,Falling Star,"Incandescent, glittering musks, pearls of sweet Florentine iris, and an indigo sigh of blue cypress, Italian bergamot, pink jasmine, cistus, white amber, mimosa, and black lilies",,,,,,,,,,
,Retail Exclusive,Sphere + Sundry,Horn of Lily,"This oil was crafted to help fortify mental stability, intensify concentration, and help gain and maintain control of one’s own thoughts and, consequently, actions. This is not an oil of mental agility; rather, it is an oil of deliberate thought, calm reflection, and the serenity of mind required to make wise decisions.
This oil helps to quiet unnecessary noise, soothe agitation, and cultivate tranquility of mind. 
Peppermint essential oil and leaf from the TAL garden (Mentha piperita), Austrian thyme essential oil and leaf (Thymus vulgaris), lemon balm essential oil and leaf (Melissa officinalis), jasmine absolute (Jasminum grandiflorum), rose hips from the TAL garden (Rosa rubiginosa), star anise essential oil and pods (Illicium verum), sage leaf from the TAL garden (Salvia officinalis), clary sage essential oil (Salvia sclarea), juniper berries (Juniperus communis), cornmint essential oil (Mentha arvensis), hyssop essential oil and leaf from the TAL garden (Hyssopus officinalis), burgundy pitch (Pini burgundica), elder blossom CO2 extract (Sambucus nigra), white oak bark (Quercus alba), allspice berries and essential oil (Pimenta dioica), clove essential oil and bud (Syzygium aromaticum), and wild harvested California black pine needles (Pinus jeffreyi).",,,,,,,,,,
,Retail Exclusive,Sphere + Sundry,Horn of Oak,"An oil with a multifold purpose: enhancing physical strength, cultivating a hearty constitution, and establishing a foundation of financial stability. This oil was crafted to strengthen physical strength and endurance, build the groundwork for long-term financial wealth, and solidify financial and physical balance. It is an oil for financial investments and investments in your physical health.
Cedar leaf and essential oil (Juniperus monosperma), rose absolute and rose petals from the TAL garden (Rosa damascena), wild rose petals from the TAL garden (Rosa nutkana), holy basil (Ocimum tenuiflorum), fig leaf, twig, and root from the TAL garden (Ficus carica), dragon’s blood resins (Dracaena draco and Daemonorops draco), rose hips from the TAL garden (Rosa rubiginosa), sage leaf from the TAL garden (Salvia officinalis), saffron threads (Crocus sativus), moonflower petals from the TAL garden (Ipomoea alba), red lotus petals (Nymphaea rubra), frankincense essential oil and tears (Boswellia sacra), Moroccan chamomile essential oil (Ormenis mixta), wild-harvested California black walnut leaf and bark (Juglans califomica), white oak bark (Quercus alba), juniper berries and essential oil (Juniperus communis), wild-harvested coast live oak leaf and bark (Quercus agrifolia), wild-harvested valley oak tree leaves (Quercus lobate), calamus (Acorus calamus), hyssop essential oil and leaf from the TAL garden (Hyssopus officinalis), nutmeg essential oil (Myristica fragrans), wild-harvested dandelion leaf and root (Taraxacum officinale), burgundy pitch (Pini burgundica), clove essential oil and bud (Syzygium aromaticum), Irish moss (Chondrus crispus), cinnamon bark (Cinnamomum verum), patchouli root, leaf and essential oil (Pogostemon cablin), butter CO2, Guatemala balsam (Myroxylon balsamum (L.) Harms Var perierae), fir needle essential oil (Abies balsamea), and pine essential oil and needles (Pinus sylvestris).",,,,,,,,,,
